,日期,星期,最高温度,最低温度,天气,风向
2497,2017/11/16, 星期四 ,17℃,13℃,阴,西北风 2级
2498,2017/11/17, 星期五 ,19℃,14℃,多云,东北风 2级
2499,2017/11/18, 星期六 ,15℃,11℃,阴,东北风 1级
2500,2017/11/19, 星期日 ,11℃,8℃,晴,东北风 2级
2501,2017/11/20, 星期一 ,14℃,9℃,晴,西风 1级
2502,2017/11/21, 星期二 ,13℃,8℃,多云,北风 1级
2503,2017/11/22, 星期三 ,15℃,8℃,多云,北风 2级
2504,2017/11/23, 星期四 ,14℃,5℃,多云,西北风 2级
2505,2017/11/24, 星期五 ,13℃,5℃,阴,西北风 2级
2506,2017/11/25, 星期六 ,15℃,5℃,晴,西风 1级
2507,2017/11/26, 星期日 ,14℃,5℃,晴,西北风 1级
2508,2017/11/27, 星期一 ,13℃,8℃,多云,北风 2级
2509,2017/11/28, 星期二 ,16℃,7℃,阴,东北风 2级
2510,2017/11/29, 星期三 ,13℃,6℃,多云,东北风 2级
2511,2017/11/30, 星期四 ,16℃,7℃,晴,北风 2级
2512,2017/12/1, 星期五 ,12℃,7℃,多云,东北风 2级
2513,2017/12/2, 星期六 ,11℃,8℃,阴,北风 2级
2514,2017/12/3, 星期日 ,16℃,7℃,晴,西风 2级
2515,2017/12/4, 星期一 ,13℃,7℃,晴,西北风 2级
2516,2017/12/5, 星期二 ,11℃,7℃,阴,西北风 2级
2517,2017/12/6, 星期三 ,12℃,8℃,多云,北风 2级
2518,2017/12/7, 星期四 ,11℃,5℃,阴,北风 3级
2519,2017/12/8, 星期五 ,14℃,3℃,晴,北风 2级
2520,2017/12/9, 星期六 ,11℃,3℃,晴,北风 2级
2521,2017/12/10, 星期日 ,15℃,2℃,晴,北风 2级
2522,2017/12/11, 星期一 ,13℃,4℃,多云,北风 2级
2523,2017/12/12, 星期二 ,10℃,6℃,阴,北风 2级
2524,2017/12/13, 星期三 ,10℃,6℃,晴,北风 2级
2525,2017/12/14, 星期四 ,8℃,3℃,多云,西北风 2级
2526,2017/12/15, 星期五 ,12℃,4℃,晴,西北风 2级
2527,2017/12/16, 星期六 ,12℃,3℃,晴,西北风 2级
2528,2017/12/17, 星期日 ,12℃,3℃,多云,北风 2级
2529,2017/12/18, 星期一 ,13℃,2℃,晴,西风 2级
2530,2017/12/19, 星期二 ,13℃,0℃,晴,西北风 2级
2531,2017/12/20, 星期三 ,15℃,0℃,晴,西风 2级
2532,2017/12/21, 星期四 ,12℃,3℃,晴,西北风 2级
2533,2017/12/22, 星期五 ,13℃,3℃,晴,北风 2级
2534,2017/12/23, 星期六 ,14℃,3℃,霾,西风 1级
2535,2017/12/24, 星期日 ,13℃,4℃,晴,西北风 2级
2536,2017/12/25, 星期一 ,12℃,3℃,晴,北风 2级
2537,2017/12/26, 星期二 ,13℃,5℃,霾,北风 1级
2538,2017/12/27, 星期三 ,8℃,5℃,晴,北风 1级
2539,2017/12/28, 星期四 ,8℃,3℃,晴,北风 2级
2540,2017/12/29, 星期五 ,12℃,4℃,阴,东北风 2级
2541,2017/12/30, 星期六 ,13℃,3℃,晴,西北风 1级
2542,2017/12/31, 星期日 ,12℃,1℃,晴,北风 2级
2543,2018/1/1, 星期一 ,12℃,2℃,阴,北风 2级
2544,2018/1/2, 星期二 ,11℃,6℃,阴,北风 2级
2545,2018/1/3, 星期三 ,7℃,2℃,阴,东北风 2级
2546,2018/1/4, 星期四 ,7℃,3℃,阴,东北风 1级
2547,2018/1/5, 星期五 ,5℃,2℃,阴,北风 2级
2548,2018/1/6, 星期六 ,7℃,2℃,多云,东北风 2级
2549,2018/1/7, 星期日 ,8℃,2℃,多云,东北风 2级
2550,2018/1/8, 星期一 ,7℃,1℃,阴,西北风 2级
2551,2018/1/9, 星期二 ,10℃,-2℃,多云,西北风 2级
2552,2018/1/10, 星期三 ,11℃,-1℃,晴,西风 2级
2553,2018/1/11, 星期四 ,12℃,0℃,晴,西风 2级
2554,2018/1/12, 星期五 ,10℃,0℃,晴,西北风 2级
2555,2018/1/13, 星期六 ,11℃,4℃,多云,西北风 2级
2556,2018/1/14, 星期日 ,10℃,3℃,霾,北风 2级
2557,2018/1/15, 星期一 ,9℃,4℃,霾,北风 2级
2558,2018/1/16, 星期二 ,15℃,2℃,晴,西南风 2级
2559,2018/1/17, 星期三 ,13℃,3℃,晴,北风 2级
2560,2018/1/18, 星期四 ,11℃,5℃,晴,东北风 2级
2561,2018/1/19, 星期五 ,14℃,3℃,晴,西风 1级
2562,2018/1/20, 星期六 ,12℃,3℃,晴,西北风 1级
2563,2018/1/21, 星期日 ,15℃,5℃,晴,西风 2级
2564,2018/1/22, 星期一 ,11℃,7℃,阴,西北风 2级
2565,2018/1/23, 星期二 ,11℃,7℃,多云,西北风 2级
2566,2018/1/24, 星期三 ,9℃,7℃,阴,东北风 2级
2567,2018/1/25, 星期四 ,9℃,2℃,晴,东风 2级
2568,2018/1/26, 星期五 ,2℃,0℃,阴,东北风 2级
2569,2018/1/27, 星期六 ,6℃,1℃,多云,北风 2级
2570,2018/1/28, 星期日 ,9℃,1℃,多云,北风 2级
2571,2018/1/29, 星期一 ,5℃,0℃,多云,西北风 2级
2572,2018/1/30, 星期二 ,5℃,1℃,阴,西北风 2级
2573,2018/1/31, 星期三 ,8℃,-1℃,多云,西风 2级
2574,2018/2/1, 星期四 ,8℃,-1℃,阴,北风 2级
2575,2018/2/2, 星期五 ,10℃,3℃,多云,北风 2级
2576,2018/2/3, 星期六 ,9℃,1℃,多云,北风 2级
2577,2018/2/4, 星期日 ,5℃,1℃,阴,西北风 2级
2578,2018/2/5, 星期一 ,6℃,2℃,多云,西风 2级
2579,2018/2/6, 星期二 ,5℃,2℃,多云,西风 2级
2580,2018/2/7, 星期三 ,8℃,3℃,多云,西风 2级
2581,2018/2/8, 星期四 ,9℃,2℃,阴,北风 2级
2582,2018/2/9, 星期五 ,10℃,3℃,阴,东北风 2级
2583,2018/2/10, 星期六 ,11℃,4℃,阴,东北风 2级
2584,2018/2/11, 星期日 ,9℃,0℃,多云,西北风 2级
2585,2018/2/12, 星期一 ,11℃,2℃,多云,西风 2级
2586,2018/2/13, 星期二 ,11℃,3℃,多云,西北风 2级
2587,2018/2/14, 星期三 ,14℃,5℃,多云,西北风 2级
2588,2018/2/15, 星期四 ,17℃,5℃,多云,西南风 1级
2589,2018/2/16, 星期五 ,16℃,6℃,晴,北风 2级
2590,2018/2/17, 星期六 ,14℃,8℃,多云,东北风 3级
2591,2018/2/18, 星期日 ,13℃,7℃,多云,东北风 2级
2592,2018/2/19, 星期一 ,16℃,4℃,晴,西北风 2级
2593,2018/2/20, 星期二 ,16℃,7℃,阴,东北风 2级
2594,2018/2/21, 星期三 ,10℃,6℃,阴,东北风 2级
2595,2018/2/22, 星期四 ,15℃,6℃,多云,西北风 2级
2596,2018/2/23, 星期五 ,11℃,7℃,阴,北风 2级
2597,2018/2/24, 星期六 ,19℃,5℃,阴,西南风 1级
2598,2018/2/25, 星期日 ,18℃,7℃,多云,西风 2级
2599,2018/2/26, 星期一 ,15℃,10℃,阴,东北风 2级
2600,2018/2/27, 星期二 ,19℃,11℃,多云,西北风 2级
2601,2018/2/28, 星期三 ,20℃,9℃,多云,西南风 2级
2602,2018/3/1, 星期四 ,24℃,11℃,晴,北风 2级
2603,2018/3/2, 星期五 ,21℃,12℃,多云,北风 2级
2604,2018/3/3, 星期六 ,22℃,12℃,阴,东北风 2级
2605,2018/3/4, 星期日 ,20℃,15℃,多云,东北风 3级
2606,2018/3/5, 星期一 ,14℃,11℃,雨,东北风 2级
2607,2018/3/6, 星期二 ,12℃,8℃,雨,东北风 2级
2608,2018/3/7, 星期三 ,16℃,8℃,阴,西南风 2级
2609,2018/3/8, 星期四 ,18℃,7℃,多云,南风 2级
2610,2018/3/9, 星期五 ,21℃,8℃,晴,北风 2级
2611,2018/3/10, 星期六 ,20℃,7℃,多云,东北风 2级
2612,2018/3/11, 星期日 ,19℃,12℃,阴,东风 1级
2613,2018/3/12, 星期一 ,20℃,12℃,阴,东风 1级
2614,2018/3/13, 星期二 ,23℃,12℃,多云,西北风 1级
2615,2018/3/14, 星期三 ,25℃,12℃,多云,南风 1级
2616,2018/3/15, 星期四 ,25℃,13℃,晴,南风 2级
2617,2018/3/16, 星期五 ,21℃,14℃,雨,北风 2级
2618,2018/3/17, 星期六 ,15℃,13℃,阴,东北风 3级
2619,2018/3/18, 星期日 ,19℃,13℃,多云,东北风 1级
2620,2018/3/19, 星期一 ,22℃,12℃,多云,西南风 2级
2621,2018/3/20, 星期二 ,19℃,12℃,多云,东风 2级
2622,2018/3/21, 星期三 ,17℃,12℃,多云,西风 2级
2623,2018/3/22, 星期四 ,23℃,11℃,多云,西南风 2级
2624,2018/3/23, 星期五 ,18℃,14℃,阴,东北风 2级
2625,2018/3/24, 星期六 ,17℃,14℃,阴,西北风 1级
2626,2018/3/25, 星期日 ,21℃,13℃,多云,西风 1级
2627,2018/3/26, 星期一 ,24℃,14℃,阴,西南风 2级
2628,2018/3/27, 星期二 ,22℃,14℃,阴,南风 1级
2629,2018/3/28, 星期三 ,24℃,13℃,晴,东南风 2级
2630,2018/3/29, 星期四 ,24℃,14℃,晴,南风 1级
2631,2018/3/30, 星期五 ,20℃,16℃,多云,北风 2级
2632,2018/3/31, 星期六 ,21℃,14℃,雨,西北风 2级
2633,2018/4/1, 星期日 ,26℃,14℃,晴,西南风 1级
2634,2018/4/2, 星期一 ,28℃,14℃,晴,南风 2级
2635,2018/4/3, 星期二 ,30℃,16℃,多云,东北风 2级
2636,2018/4/4, 星期三 ,29℃,14℃,雨,东风 2级
2637,2018/4/5, 星期四 ,20℃,11℃,多云,东北风 4级
2638,2018/4/6, 星期五 ,14℃,8℃,阴,东北风 3级
2639,2018/4/7, 星期六 ,21℃,8℃,多云,西南风 2级
2640,2018/4/8, 星期日 ,24℃,11℃,晴,南风 2级
2641,2018/4/9, 星期一 ,26℃,12℃,多云,东北风 2级
2642,2018/4/10, 星期二 ,28℃,16℃,多云,北风 2级
2643,2018/4/11, 星期三 ,28℃,18℃,多云,北风 1级
2644,2018/4/12, 星期四 ,23℃,15℃,阴,东北风 2级
2645,2018/4/13, 星期五 ,22℃,10℃,阴,东北风 3级
2646,2018/4/14, 星期六 ,19℃,11℃,阴,北风 1级
2647,2018/4/15, 星期日 ,21℃,10℃,阴,南风 2级
2648,2018/4/16, 星期一 ,25℃,11℃,晴,南风 2级
2649,2018/4/17, 星期二 ,26℃,13℃,多云,东北风 2级
2650,2018/4/18, 星期三 ,29℃,16℃,晴,南风 2级
2651,2018/4/19, 星期四 ,28℃,19℃,雨,东北风 2级
2652,2018/4/20, 星期五 ,27℃,19℃,多云,东北风 2级
2653,2018/4/21, 星期六 ,27℃,19℃,阴,西南风 1级
2654,2018/4/22, 星期日 ,32℃,20℃,多云,北风 2级
2655,2018/4/23, 星期一 ,26℃,19℃,雨,东北风 2级
2656,2018/4/24, 星期二 ,22℃,15℃,雨,北风 2级
2657,2018/4/25, 星期三 ,25℃,15℃,阴,东风 2级
2658,2018/4/26, 星期四 ,27℃,15℃,阴,东南风 2级
2659,2018/4/27, 星期五 ,27℃,16℃,多云,东南风 2级
2660,2018/4/28, 星期六 ,27℃,17℃,阴,东北风 2级
2661,2018/4/29, 星期日 ,30℃,16℃,晴,西风 1级
2662,2018/4/30, 星期一 ,28℃,19℃,阴,东北风 2级
2663,2018/5/1, 星期二 ,28℃,20℃,阴,西北风 2级
2664,2018/5/2, 星期三 ,28℃,19℃,阴,南风 2级
2665,2018/5/3, 星期四 ,27℃,18℃,雨,东南风 2级
2666,2018/5/4, 星期五 ,24℃,19℃,阴,东风 2级
2667,2018/5/5, 星期六 ,25℃,16℃,阴,东北风 1级
2668,2018/5/6, 星期日 ,27℃,17℃,多云,西风 2级
2669,2018/5/7, 星期一 ,26℃,16℃,多云,东风 2级
2670,2018/5/8, 星期二 ,22℃,18℃,雨,北风 2级
2671,2018/5/9, 星期三 ,19℃,15℃,雨,东北风 3级
2672,2018/5/10, 星期四 ,17℃,15℃,雨,东北风 2级
2673,2018/5/11, 星期五 ,27℃,16℃,多云,西风 2级
2674,2018/5/12, 星期六 ,30℃,17℃,阴,南风 2级
2675,2018/5/13, 星期日 ,29℃,17℃,多云,南风 2级
2676,2018/5/14, 星期一 ,31℃,18℃,多云,北风 2级
2677,2018/5/15, 星期二 ,33℃,21℃,多云,东北风 2级
2678,2018/5/16, 星期三 ,34℃,21℃,雨,东北风 2级
2679,2018/5/17, 星期四 ,29℃,21℃,多云,北风 3级
2680,2018/5/18, 星期五 ,28℃,20℃,多云,东南风 2级
2681,2018/5/19, 星期六 ,29℃,22℃,多云,东北风 1级
2682,2018/5/20, 星期日 ,31℃,22℃,雨,东风 2级
2683,2018/5/21, 星期一 ,26℃,18℃,雨,东北风 3级
2684,2018/5/22, 星期二 ,26℃,15℃,阴,东北风 4级
2685,2018/5/23, 星期三 ,24℃,13℃,多云,东风 2级
2686,2018/5/24, 星期四 ,26℃,17℃,阴,东北风 2级
2687,2018/5/25, 星期五 ,32℃,19℃,多云,南风 2级
2688,2018/5/26, 星期六 ,24℃,18℃,阴,东北风 3级
2689,2018/5/27, 星期日 ,29℃,17℃,多云,东南风 2级
2690,2018/5/28, 星期一 ,29℃,16℃,多云,东南风 2级
2691,2018/5/29, 星期二 ,30℃,18℃,阴,东风 1级
2692,2018/5/30, 星期三 ,28℃,19℃,阴,东南风 1级
2693,2018/5/31, 星期四 ,26℃,19℃,小雨,东南风 2级
2694,2018/6/1, 星期五 ,23℃,18℃,阴,西北风 2级
2695,2018/6/2, 星期六 ,27℃,18℃,阴,西南风 2级
2696,2018/6/3, 星期日 ,24℃,18℃,小雨,北风 2级
2697,2018/6/4, 星期一 ,30℃,18℃,晴,西南风 1级
2698,2018/6/5, 星期二 ,32℃,20℃,晴,南风 2级
2699,2018/6/6, 星期三 ,33℃,20℃,多云,东南风 2级
2700,2018/6/7, 星期四 ,34℃,21℃,小雨到中雨,东北风 3级
2701,2018/6/8, 星期五 ,27℃,19℃,晴,东北风 3级
2702,2018/6/9, 星期六 ,25℃,17℃,小雨到中雨,西风 2级
2703,2018/6/10, 星期日 ,31℃,18℃,晴,西南风 2级
2704,2018/6/11, 星期一 ,24℃,20℃,阴,西南风 2级
2705,2018/6/12, 星期二 ,28℃,21℃,多云,南风 2级
2706,2018/6/13, 星期三 ,29℃,22℃,多云,西南风 2级
2707,2018/6/14, 星期四 ,30℃,22℃,阴,南风 2级
2708,2018/6/15, 星期五 ,26℃,19℃,阴,西风 2级
2709,2018/6/16, 星期六 ,24℃,19℃,阴,东风 2级
2710,2018/6/17, 星期日 ,24℃,20℃,多云,东北风 2级
2711,2018/6/18, 星期一 ,29℃,21℃,阴,东风 2级
2712,2018/6/19, 星期二 ,30℃,22℃,多云,西南风 2级
2713,2018/6/20, 星期三 ,31℃,23℃,小雨,东风 2级
2714,2018/6/21, 星期四 ,26℃,23℃,阴,东风 2级
2715,2018/6/22, 星期五 ,33℃,24℃,多云,东南风 1级
2716,2018/6/23, 星期六 ,28℃,24℃,多云,东风 1级
2717,2018/6/24, 星期日 ,28℃,23℃,中雨到大雨,东北风 2级
2718,2018/6/25, 星期一 ,26℃,24℃,雨,东风 2级
2719,2018/6/26, 星期二 ,28℃,24℃,中雨,东北风 2级
2720,2018/6/27, 星期三 ,29℃,24℃,雨,东北风 2级
2721,2018/6/28, 星期四 ,32℃,24℃,小雨,北风 2级
2722,2018/6/29, 星期五 ,28℃,24℃,中雨到大雨,东南风 2级
2723,2018/6/30, 星期六 ,30℃,24℃,小雨到中雨,东北风 2级
2724,2018/7/1, 星期日 ,29℃,25℃,中雨,东风 2级
2725,2018/7/2, 星期一 ,31℃,22℃,雨,东北风 3级
2726,2018/7/3, 星期二 ,25℃,22℃,阴,东北风 2级
2727,2018/7/4, 星期三 ,28℃,23℃,阴,北风 2级
2728,2018/7/5, 星期四 ,31℃,22℃,多云,东北风 1级
2729,2018/7/6, 星期五 ,30℃,24℃,阴,北风 2级
2730,2018/7/7, 星期六 ,32℃,24℃,阴,北风 2级
2731,2018/7/8, 星期日 ,27℃,21℃,小雨到中雨,北风 2级
2732,2018/7/9, 星期一 ,23℃,21℃,雨,北风 2级
2733,2018/7/10, 星期二 ,27℃,22℃,中雨,北风 2级
2734,2018/7/11, 星期三 ,25℃,21℃,多云转小雨,东北风 3级
2735,2018/7/12, 星期四 ,27℃,23℃,小雨到中雨,西北风 2级
2736,2018/7/13, 星期五 ,30℃,23℃,中雨到大雨,东北风 2级
2737,2018/7/14, 星期六 ,29℃,24℃,中雨,东北风 2级
2738,2018/7/15, 星期日 ,30℃,24℃,小雨到中雨,东北风 2级
2739,2018/7/16, 星期一 ,28℃,23℃,中雨,东北风 2级
2740,2018/7/17, 星期二 ,31℃,24℃,雨,东北风 2级
2741,2018/7/18, 星期三 ,33℃,25℃,雨,北风 2级
2742,2018/7/19, 星期四 ,33℃,25℃,中雨,东北风 2级
2743,2018/7/20, 星期五 ,36℃,25℃,小雨到中雨,东北风 2级
2744,2018/7/21, 星期六 ,36℃,27℃,小雨,北风 2级
2745,2018/7/22, 星期日 ,35℃,25℃,小雨到中雨,西北风 2级
2746,2018/7/23, 星期一 ,31℃,26℃,多云,西北风 2级
2747,2018/7/24, 星期二 ,34℃,25℃,多云,西北风 2级
2748,2018/7/25, 星期三 ,33℃,25℃,小雨到中雨,东北风 2级
2749,2018/7/26, 星期四 ,32℃,24℃,中雨到大雨,东北风 2级
2750,2018/7/27, 星期五 ,30℃,24℃,小雨到中雨,东北风 2级
2751,2018/7/28, 星期六 ,30℃,25℃,小雨到中雨,东北风 2级
2752,2018/7/29, 星期日 ,32℃,24℃,中雨,北风 2级
2753,2018/7/30, 星期一 ,27℃,23℃,小雨到中雨,东北风 2级
2754,2018/7/31, 星期二 ,30℃,24℃,雨,东风 2级
2755,2018/8/1, 星期三 ,29℃,23℃,小雨到中雨,东北风 2级
2756,2018/8/2, 星期四 ,27℃,24℃,雨,东北风 2级
2757,2018/8/3, 星期五 ,30℃,24℃,雨,北风 2级
2758,2018/8/4, 星期六 ,33℃,24℃,多云转小雨,北风 1级
2759,2018/8/5, 星期日 ,30℃,25℃,多云转小雨,西北风 1级
2760,2018/8/6, 星期一 ,34℃,25℃,晴,西风 1级
2761,2018/8/7, 星期二 ,34℃,24℃,雨,北风 1级
2762,2018/8/8, 星期三 ,32℃,25℃,多云,东北风 2级
2763,2018/8/9, 星期四 ,32℃,24℃,小雨到中雨,东北风 2级
2764,2018/8/10, 星期五 ,30℃,24℃,小雨到中雨,北风 2级
2765,2018/8/11, 星期六 ,31℃,24℃,小雨到中雨,南风 2级
2766,2018/8/12, 星期日 ,31℃,24℃,小雨,东风 1级
2767,2018/8/13, 星期一 ,31℃,23℃,多云,西北风 2级
2768,2018/8/14, 星期二 ,35℃,24℃,晴,西北风 2级
2769,2018/8/15, 星期三 ,36℃,26℃,小雨到中雨,北风 2级
2770,2018/8/16, 星期四 ,34℃,25℃,雨,北风 2级
2771,2018/8/17, 星期五 ,33℃,24℃,雨,北风 2级
2772,2018/8/18, 星期六 ,33℃,24℃,多云,东风 2级
2773,2018/8/19, 星期日 ,34℃,24℃,晴,南风 2级
2774,2018/8/20, 星期一 ,35℃,24℃,晴,北风 2级
2775,2018/8/21, 星期二 ,33℃,25℃,雨,北风 2级
2776,2018/8/22, 星期三 ,32℃,23℃,晴,西风 2级
2777,2018/8/23, 星期四 ,33℃,22℃,晴,东风 1级
2778,2018/8/24, 星期五 ,32℃,23℃,晴,东南风 2级
2779,2018/8/25, 星期六 ,29℃,23℃,多云,北风 2级
2780,2018/8/26, 星期日 ,34℃,24℃,晴,北风 2级
2781,2018/8/27, 星期一 ,33℃,24℃,晴,西南风 2级
2782,2018/8/28, 星期二 ,35℃,24℃,晴,北风 2级
2783,2018/8/29, 星期三 ,35℃,24℃,晴,西北风 2级
2784,2018/8/30, 星期四 ,34℃,25℃,多云,东北风 2级
2785,2018/8/31, 星期五 ,33℃,25℃,阴,东风 2级
2786,2018/9/1, 星期六 ,33℃,25℃,多云,东风 2级
2787,2018/9/2, 星期日 ,33℃,25℃,多云,东北风 3级
2788,2018/9/3, 星期一 ,32℃,24℃,多云,东北风 2级
2789,2018/9/4, 星期二 ,30℃,24℃,多云,北风 2级
2790,2018/9/5, 星期三 ,28℃,22℃,多云,东北风 3级
2791,2018/9/6, 星期四 ,26℃,20℃,阴,西南风 2级
2792,2018/9/7, 星期五 ,26℃,20℃,多云,南风 2级
2793,2018/9/8, 星期六 ,26℃,19℃,多云,南风 1级
2794,2018/9/9, 星期日 ,22℃,19℃,多云,东北风 2级
2795,2018/9/10, 星期一 ,22℃,17℃,阴,北风 1级
2796,2018/9/11, 星期二 ,23℃,19℃,多云,东南风 2级
2797,2018/9/12, 星期三 ,22℃,18℃,多云,东风 1级
2798,2018/9/13, 星期四 ,22℃,19℃,多云,东北风 2级
2799,2018/9/14, 星期五 ,23℃,19℃,阴,东风 1级
2800,2018/9/15, 星期六 ,25℃,19℃,晴,东风 1级
2801,2018/9/16, 星期日 ,24℃,18℃,晴,南风 2级
2802,2018/9/17, 星期一 ,27℃,19℃,多云,东风 2级
2803,2018/9/18, 星期二 ,24℃,21℃,多云,东北风 2级
2804,2018/9/19, 星期三 ,27℃,21℃,阴,东北风 2级
2805,2018/9/20, 星期四 ,27℃,22℃,多云,西南风 2级
2806,2018/9/21, 星期五 ,28℃,19℃,晴,东风 1级
2807,2018/9/22, 星期六 ,27℃,20℃,多云,东风 2级
2808,2018/9/23, 星期日 ,26℃,20℃,小雨,东风 2级
2809,2018/9/24, 星期一 ,23℃,19℃,多云,东北风 2级
2810,2018/9/25, 星期二 ,24℃,17℃,阴,东北风 2级
2811,2018/9/26, 星期三 ,21℃,19℃,多云,东风 2级
2812,2018/9/27, 星期四 ,20℃,17℃,多云,东北风 2级
2813,2018/9/28, 星期五 ,25℃,16℃,晴,西南风 1级
2814,2018/9/29, 星期六 ,26℃,17℃,小雨,南风 1级
2815,2018/9/30, 星期日 ,24℃,18℃,多云,北风 2级
2816,2018/10/1, 星期一 ,23℃,16℃,多云,西南风 2级
2817,2018/10/2, 星期二 ,19℃,16℃,多云,西南风 2级
2818,2018/10/3, 星期三 ,21℃,15℃,多云,西南风 2级
2819,2018/10/4, 星期四 ,22℃,15℃,晴,南风 1级
2820,2018/10/5, 星期五 ,21℃,15℃,晴,南风 1级
2821,2018/10/6, 星期六 ,21℃,16℃,多云,东风 2级
2822,2018/10/7, 星期日 ,19℃,16℃,多云,东北风 1级
2823,2018/10/8, 星期一 ,19℃,15℃,小雨,东北风 2级
2824,2018/10/9, 星期二 ,23℃,14℃,晴,西北风 2级
2825,2018/10/10, 星期三 ,22℃,13℃,晴,东风 2级
2826,2018/10/11, 星期四 ,20℃,14℃,晴,西北风 2级
2827,2018/10/12, 星期五 ,17℃,15℃,多云,北风 2级
2828,2018/10/13, 星期六 ,16℃,13℃,多云,东北风 2级
2829,2018/10/14, 星期日 ,18℃,13℃,多云,北风 2级
2830,2018/10/15, 星期一 ,21℃,13℃,多云,西南风 1级
2831,2018/10/16, 星期二 ,21℃,14℃,晴,西南风 1级
2832,2018/10/17, 星期三 ,18℃,14℃,多云,西北风 1级
2833,2018/10/18, 星期四 ,17℃,14℃,小雨,东北风 2级
2834,2018/10/19, 星期五 ,15℃,13℃,阴,东北风 2级
2835,2018/10/20, 星期六 ,15℃,13℃,多云,东北风 2级
2836,2018/10/21, 星期日 ,20℃,13℃,多云,西北风 1级
2837,2018/10/22, 星期一 ,21℃,14℃,阴,东北风 1级
2838,2018/10/23, 星期二 ,20℃,14℃,多云,东风 2级
2839,2018/10/24, 星期三 ,19℃,13℃,晴,北风 2级
2840,2018/10/25, 星期四 ,23℃,14℃,晴,西北风 2级
2841,2018/10/26, 星期五 ,23℃,13℃,晴,北风 2级
2842,2018/10/27, 星期六 ,19℃,15℃,晴,东北风 2级
2843,2018/10/28, 星期日 ,23℃,14℃,晴,西南风 2级
2844,2018/10/29, 星期一 ,23℃,14℃,晴,西风 1级
2845,2018/10/30, 星期二 ,25℃,14℃,晴,西风 2级
2846,2018/10/31, 星期三 ,23℃,14℃,晴,东风 2级
2847,2018/11/1, 星期四 ,23℃,11℃,晴,东北风 2级
2848,2018/11/2, 星期五 ,22℃,11℃,晴,东北风 2级
2849,2018/11/3, 星期六 ,21℃,12℃,多云,东北风 2级
2850,2018/11/4, 星期日 ,19℃,14℃,阴,东北风 3级
2851,2018/11/5, 星期一 ,16℃,11℃,阴,东北风 2级
2852,2018/11/6, 星期二 ,16℃,9℃,多云,西南风 1级
2853,2018/11/7, 星期三 ,14℃,8℃,晴,西风 1级
2854,2018/11/8, 星期四 ,15℃,7℃,阴,东风 2级
2855,2018/11/9, 星期五 ,16℃,7℃,晴,北风 2级
2856,2018/11/10, 星期六 ,18℃,10℃,晴,北风 1级
2857,2018/11/11, 星期日 ,16℃,10℃,晴,东南风 1级
